7/28/2010 2:06 PM	50%
7/28/2010 2:36 PM	50%
7/28/2010 3:06 PM	50%
7/28/2010 3:36 PM	50%
7/28/2010 4:06 PM	42%
7/28/2010 4:36 PM	42%
7/28/2010 5:06 PM	44%
7/28/2010 5:36 PM	44%
7/28/2010 6:06 PM	44%
7/28/2010 6:36 PM	44%
7/28/2010 7:06 PM	50%
7/28/2010 7:36 PM	50%
7/28/2010 8:06 PM	57%
7/28/2010 8:36 PM	57%
7/28/2010 9:06 PM	60%
7/28/2010 9:36 PM	60%
7/28/2010 10:06 PM	64%
7/28/2010 10:36 PM	64%
7/28/2010 11:06 PM	73%
7/28/2010 11:36 PM	73%
7/29/2010 12:06 AM	73%
7/29/2010 12:36 AM	73%
7/29/2010 1:06 AM	77%
7/29/2010 1:36 AM	77%
7/29/2010 2:06 AM	83%
7/29/2010 2:36 AM	83%
7/29/2010 3:06 AM	88%
7/29/2010 3:36 AM	88%
7/29/2010 4:06 AM	82%
7/29/2010 4:36 AM	82%
7/29/2010 5:06 AM	82%
7/29/2010 5:36 AM	82%
7/29/2010 6:06 AM	82%
7/29/2010 6:36 AM	82%
7/29/2010 7:06 AM	77%
7/29/2010 7:36 AM	77%
7/29/2010 8:06 AM	77%
7/29/2010 8:36 AM	77%
7/29/2010 9:06 AM	64%
7/29/2010 9:36 AM	64%
7/29/2010 10:06 AM	61%
7/29/2010 10:36 AM	61%
7/29/2010 11:06 AM	65%
7/29/2010 11:36 AM	65%
7/29/2010 12:06 PM	65%
7/29/2010 12:36 PM	65%
7/29/2010 1:06 PM	65%
7/29/2010 1:36 PM	65%
7/29/2010 2:06 PM	61%
7/29/2010 2:36 PM	61%
7/29/2010 3:06 PM	65%
7/29/2010 3:36 PM	65%
7/29/2010 4:06 PM	69%
7/29/2010 4:36 PM	69%
7/29/2010 5:06 PM	73%
7/29/2010 5:36 PM	73%
7/29/2010 6:06 PM	73%
7/29/2010 6:36 PM	73%
7/29/2010 7:06 PM	69%
7/29/2010 7:36 PM	69%
7/29/2010 8:06 PM	69%
7/29/2010 8:36 PM	69%
7/29/2010 9:06 PM	73%
7/29/2010 9:36 PM	73%
7/29/2010 10:06 PM	77%
7/29/2010 10:36 PM	77%
7/29/2010 11:06 PM	83%
7/29/2010 11:36 PM	88%
7/30/2010 12:06 AM	88%
7/30/2010 12:36 AM	94%
7/30/2010 1:06 AM	94%
7/30/2010 1:36 AM	94%
7/30/2010 2:06 AM	94%
7/30/2010 2:36 AM	94%
7/30/2010 3:06 AM	94%
7/30/2010 3:36 AM	94%
7/30/2010 4:06 AM	88%
7/30/2010 4:36 AM	88%
7/30/2010 5:06 AM	88%
7/30/2010 5:36 AM	88%
7/30/2010 6:06 AM	88%
7/30/2010 6:36 AM	88%
7/30/2010 7:06 AM	88%
7/30/2010 7:36 AM	88%
7/30/2010 8:06 AM	94%
7/30/2010 8:36 AM	94%
7/30/2010 9:06 AM	100%
7/30/2010 9:36 AM	94%
7/30/2010 10:06 AM	88%
7/30/2010 10:36 AM	88%
7/30/2010 11:06 AM	83%
7/30/2010 11:36 AM	83%
7/30/2010 12:06 PM	83%
7/30/2010 12:36 PM	83%
7/30/2010 1:06 PM	88%
7/30/2010 1:36 PM	88%
7/30/2010 2:06 PM	78%
7/30/2010 2:36 PM	74%
7/30/2010 3:06 PM	78%
7/30/2010 3:36 PM	78%
7/30/2010 4:06 PM	69%
7/30/2010 4:36 PM	69%
7/30/2010 5:06 PM	74%
7/30/2010 5:36 PM	74%
7/30/2010 6:06 PM	74%
7/30/2010 6:36 PM	74%
7/30/2010 7:06 PM	78%
7/30/2010 7:36 PM	78%
7/30/2010 8:06 PM	74%
7/30/2010 8:36 PM	74%
7/30/2010 9:06 PM	83%
7/30/2010 9:36 PM	83%
7/30/2010 10:06 PM	88%
7/30/2010 10:36 PM	88%
7/30/2010 11:06 PM	94%
7/30/2010 11:36 PM	94%
7/31/2010 12:06 AM	94%
7/31/2010 12:36 AM	94%
7/31/2010 1:06 AM	94%
7/31/2010 1:36 AM	94%
7/31/2010 2:06 AM	100%
7/31/2010 2:36 AM	100%
7/31/2010 3:06 AM	100%
7/31/2010 3:36 AM	100%
7/31/2010 4:06 AM	100%
7/31/2010 4:36 AM	100%
7/31/2010 5:06 AM	94%
7/31/2010 5:36 AM	94%
7/31/2010 6:06 AM	100%
7/31/2010 6:36 AM	100%
7/31/2010 7:06 AM	94%
7/31/2010 7:36 AM	94%
7/31/2010 8:06 AM	100%
7/31/2010 8:36 AM	100%
7/31/2010 9:06 AM	88%
7/31/2010 9:36 AM	88%
7/31/2010 10:06 AM	74%
7/31/2010 10:36 AM	74%
7/31/2010 11:06 AM	62%
7/31/2010 11:36 AM	62%
7/31/2010 12:06 PM	51%
7/31/2010 12:36 PM	51%
7/31/2010 1:06 PM	45%
7/31/2010 1:36 PM	45%
7/31/2010 2:06 PM	38%
7/31/2010 2:36 PM	38%
7/31/2010 3:06 PM	33%
7/31/2010 3:36 PM	33%
7/31/2010 4:06 PM	33%
7/31/2010 4:36 PM	33%
7/31/2010 5:06 PM	31%
7/31/2010 5:36 PM	31%
7/31/2010 6:06 PM	36%
7/31/2010 6:36 PM	36%
7/31/2010 7:06 PM	45%
